"id","latitude","longitude","brightness","scan","track","brightT31","frp","acqDate","acqTime","daynight","satellite","confidence","version","alertLevel","alertSent","source","createdAt"
"5568",43.40639721048576,0,297.9157780604954,"0.34","0.56",292.98131110785766,0.6135828785831862,"2025-10-02","0536","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5569",39.516292798840894,0,350.5925554308957,"0.51","0.49",327.08089791869816,1.5669431264467268,"2025-10-02","2055","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5570",31.311095047205356,0,387.0405019163097,"0.52","0.42",239.37222231868543,2.9412515559259007,"2025-10-02","0584","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5571",47.419274264550786,0,298.0686311096382,"0.39","0.36",287.6134367227482,1.632782907563493,"2025-10-02","0985","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5572",36.54268723805661,0,320.4898856256117,"0.48","0.48",273.106117593896,0.5538969289970443,"2025-10-02","0834","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5573",43.36629651381151,0,359.0269572674633,"0.4","0.6",331.0268666814046,0.4592291492506498,"2025-10-02","0530","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5574",48.16932062257671,0,280.32515917138005,"0.39","0.36",260.5102914463247,3.76138101481593,"2025-10-02","1359","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5575",40.084663502008944,0,298.0842249459607,"0.52","0.42",247.31747507383676,0.6926001357592091,"2025-10-02","0785","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5576",21.822916384941415,0,339.92632338544587,"0.47","0.4",289.7270736256734,2.194092035312807,"2025-10-02","0260","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5577",27.885154990720586,0,291.1637606394619,"0.43","0.38",319.58744815425104,2.2006146128395985,"2025-10-02","1916","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5578",39.42768831937263,0,321.54023830467656,"0.35","0.57",295.1575191288001,1.4585256244517624,"2025-10-02","0595","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5579",30.241866388694568,0,343.32575473205503,"0.51","0.41",332.81406913249515,2.068710839335291,"2025-10-02","0369","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5580",45.751188766377645,0,300.79352472067325,"0.4","0.37",280.0640572475477,0.7265845550997205,"2025-10-02","0977","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5581",46.920618156098996,0,401.7657397818237,"0.39","0.36",286.74723383317485,3.4884213795397616,"2025-10-02","2095","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5582",46.97089606555954,0,375.9149837726246,"0.4","0.37",344.9180909755618,2.2860082166771605,"2025-10-02","1028","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5583",46.06121361218956,0,350.2060556534915,"0.4","0.37",260.1488754060639,1.429086445422802,"2025-10-02","1717","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5584",49.09120072984318,0,307.4978779859867,"0.39","0.36",314.9731746885784,0.5520731597620057,"2025-10-02","1123","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5585",42.84986904895572,0,335.4003530700214,"0.54","0.51",256.8425738401799,1.9884493276625863,"2025-10-02","1805","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5586",38.11469390880371,0,322.0516444874493,"0.38","0.36",299.8510597914748,1.6378340866339698,"2025-10-02","1843","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5587",35.09165197739604,0,312.0001197350617,"0.58","0.52",247.2441293990705,1.8811980152901506,"2025-10-02","1111","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5588",30.38261549240568,0,305.5562559828502,"0.51","0.41",386.42436438203504,2.994063455010624,"2025-10-02","1335","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5589",46.00462338617282,0,336.5669524159145,"0.4","0.37",272.47959417827013,3.7083596979107845,"2025-10-02","1624","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5590",40.12193049560445,0,289.52952361165444,"0.51","0.49",279.41669729066064,1.6470401326947672,"2025-10-02","1967","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5591",37.131453701291264,0,273.22651547058155,"0.38","0.36",247.44240684550627,0.7388308092146354,"2025-10-02","0389","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5592",26.069471862748205,0,273.7071884696605,"0.42","0.37",325.6512323107596,0.7698342334448899,"2025-10-02","1241","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5593",18.78443159623876,0,347.67722004629553,"0.42","0.38",239.26404419867063,0.7428801838310961,"2025-10-02","1469","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5594",38.426397030526296,0,336.84575883444603,"0.36","0.58",274.25512019425156,1.3668890171665664,"2025-10-02","0443","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5595",19.317733483060646,0,304.3120261248316,"0.43","0.46",362.8701826961435,1.6956407516622467,"2025-10-02","0031","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5596",35.74858310392732,0,326.505366344009,"0.39","0.44",308.10237728223336,1.8883274219703035,"2025-10-02","1199","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5597",38.52102145388568,0,336.9985000814049,"0.38","0.36",254.03114895049265,2.4025827886796534,"2025-10-02","1879","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5598",43.50016898852287,0,318.04231494232437,"0.44","0.62",308.413808373025,0.9505815451077079,"2025-10-02","0796","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5599",46.3955237040948,0,285.3992423090957,"0.45","0.39",263.122433069382,1.1427098682998647,"2025-10-02","0358","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5600",47.908600336052395,0,374.63552613485933,"0.39","0.36",241.1751246190352,3.060019178540302,"2025-10-02","0464","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5601",40.36132010524395,0,295.49553889362767,"0.5","0.41",259.7045416112357,1.0982832775867373,"2025-10-02","2046","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5602",36.19907424553978,0,374.5599905469683,"0.5","0.41",280.6454501379094,0.565821000740181,"2025-10-02","0089","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5603",41.98411145715727,0,324.8045072685708,"0.34","0.56",294.9870284897249,4.707002389099626,"2025-10-02","0516","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5604",35.98808424267506,0,288.61771097406705,"0.32","0.55",274.29499044347347,0.30185006715708496,"2025-10-02","1760","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5605",47.43548226942851,0,258.010234240425,"0.39","0.36",312.5435202274428,0.5573720570729076,"2025-10-02","1941","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5606",46.261930141135345,0,285.1763284626461,"0.39","0.36",294.47174119148445,1.4377216241073165,"2025-10-02","2071","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5607",32.37626616271855,0,271.78067453088175,"0.46","0.39",277.49554000473415,0.6303259757358577,"2025-10-02","1261","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5608",42.005561958813054,0,317.39503000649444,"1.21","1.09",282.90141173782985,7.622319125657292,"2025-10-02","1591","N","Terra","62","6.1NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5609",33.35109548056832,0,310.14349369054156,"0.56","0.43",259.8194051127217,3.1450568504671153,"2025-10-02","0792","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5610",40.90603120218091,0,297.2094691282391,"0.64","0.72",259.0161781164777,0.8358354682690079,"2025-10-02","0148","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5611",30.000954059459417,0,251.51903697951656,"0.41","0.45",334.6451717501983,0.8631604326420096,"2025-10-02","1875","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5612",31.539970366884827,0,268.07743714135245,"0.44","0.38",289.2720087868468,0.9163251750571919,"2025-10-02","1514","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5613",47.623130770926615,0,315.937320965591,"0.39","0.36",283.6219110519248,0.7055006019830065,"2025-10-02","1928","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5614",47.95333620458363,0,256.184043268381,"0.39","0.36",245.3893199200014,2.364084326754057,"2025-10-02","0199","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5615",31.511068270670645,0,344.7376116292826,"0.53","0.42",302.89824080668575,0.7911020835668423,"2025-10-02","0421","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5616",35.605014002533466,0,301.1224560943823,"0.38","0.43",317.57035472448786,0.3029663599012571,"2025-10-02","1666","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5617",70.54011572363264,0,343.00411813072355,"0.4","0.37",296.7658641604001,0.870591437659836,"2025-10-02","0352","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5618",37.0795197824345,0,300.2077823657076,"0.38","0.36",253.39621417787782,0.7233213610832647,"2025-10-02","1167","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5619",47.51369322471678,0,276.13771797090993,"0.39","0.36",260.32545837491807,1.3161003103001443,"2025-10-02","2050","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5620",41.89996359879919,0,388.0477452843925,"0.48","0.48",328.43387157328215,3.856393309266754,"2025-10-02","1375","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5621",46.34780685788613,0,300.2088216241689,"1.27","1.12",303.94754472789316,5.993722760542471,"2025-10-02","0137","D","Terra","56","6.1NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5622",40.998536937942504,0,307.8249063323734,"0.51","0.66",249.0885789834819,0.49307894938329005,"2025-10-02","1323","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5623",25.923198248174042,0,380.76304090119885,"0.38","0.36",287.71296978338415,0.7405520105209162,"2025-10-02","2195","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5624",18.616760978073717,0,310.11397413068124,"0.45","0.47",260.33714416272915,1.7857291474958685,"2025-10-02","0181","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5625",42.422196822242405,0,281.4300755933415,"0.4","0.6",277.0028658246359,0.3972291662927065,"2025-10-02","0914","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5626",19.118655884584356,0,339.7571147618044,"0.42","0.38",324.46182383439776,2.104782093019387,"2025-10-02","0301","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5627",47.204948822093904,0,296.06018837565864,"0.49","0.48",254.42428044424534,0.9189385781717914,"2025-10-02","1530","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5628",32.438841285507635,0,283.0683729297186,"0.4","0.44",337.9527995272107,1.4890552898264198,"2025-10-02","1679","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5629",32.836239237306216,0,381.20311034907104,"0.76","0.77",311.41700383283415,10.297868535801094,"2025-10-02","0799","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5630",32.83526547208808,0,286.49808526687656,"0.5","0.41",292.4616959983252,0.41637152518731496,"2025-10-02","1812","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5631",42.22875413969734,0,306.6143620419181,"0.48","0.48",276.0276786966335,2.0511886922879583,"2025-10-02","0004","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5632",43.06765243376887,0,296.28347235978066,"0.44","0.38",345.5302746762879,0.7806609349452183,"2025-10-02","2042","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5633",34.307286791874446,0,333.8172526943152,"0.71","0.75",262.6020125507541,0.8899092260749989,"2025-10-02","1758","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5634",28.14913350545536,0,295.2202108095986,"0.43","0.38",285.2468927121465,1.0602229146827393,"2025-10-02","0284","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5635",41.362387869514926,0,355.435666141212,"0.62","0.71",288.8341489781415,3.3515810638347836,"2025-10-02","1642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5636",24.32508248462722,0,230.0965757537261,"0.5","0.41",240.10466195833277,0.767025643906843,"2025-10-02","1693","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5637",19.504377067278416,0,330.53047366368514,"0.42","0.38",324.5091925094605,1.079791850333153,"2025-10-02","0708","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5638",48.908575343905504,0,292.4405845236841,"0.44","0.39",281.70728668907253,0.8939022881619074,"2025-10-02","0530","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5639",47.932927805009825,0,320.67453177779373,"0.4","0.37",269.6691570656278,1.734296958438971,"2025-10-02","1291","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5640",19.753347167981346,0,331.87314016787286,"1.08","1.04",310.9028633102876,12.09217115759906,"2025-10-02","1379","N","Aqua","79","6.1NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5641",47.567818417114474,0,373.94564550916266,"0.39","0.36",289.8607926496631,3.6980353600293334,"2025-10-02","1572","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5642",39.84106174297403,0,263.62336895710973,"0.37","0.58",309.97154176348795,0.999164277237853,"2025-10-02","0518","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5643",47.348764187181274,0,357.2030974813451,"0.39","0.36",285.9902959914502,2.4649923272949636,"2025-10-02","2282","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5644",40.32171316436306,0,308.93890050606143,"0.47","0.4",315.399846214505,1.4143341047231035,"2025-10-02","1595","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5645",44.81005334814214,0,258.0722673754519,"0.59","0.53",296.63413103866935,3.345300643151184,"2025-10-02","0098","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5646",38.384135515061026,0,340.24888839859574,"0.38","0.36",269.6051111282164,0.7991274695091707,"2025-10-02","1375","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5647",46.60451477045397,0,341.41505077598987,"0.39","0.36",247.62166216672097,1.4595553177606548,"2025-10-02","0545","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5648",38.82989568766225,0,336.45586291293574,"0.4","0.44",301.1662218446634,2.137325911907364,"2025-10-02","1853","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5649",19.650530049043095,0,269.23510942800823,"1.09","1.04",295.42013519281096,42.99612296682168,"2025-10-02","0778","N","Terra","100","6.1NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5650",34.49239531594997,0,304.9714615226719,"0.51","0.41",264.4687633748336,0.8210545010667372,"2025-10-02","0501","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5651",46.5883878737188,0,310.2374195688459,"0.39","0.36",249.48420111579324,2.571930232035911,"2025-10-02","1420","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5652",40.01109173701321,0,379.80092638208464,"0.56","0.69",287.1371746632178,1.2591347365374577,"2025-10-02","0060","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5653",44.17094821974514,0,318.17271395727926,"0.54","0.51",260.0636684990807,2.5316135277001672,"2025-10-02","0087","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5654",30.433399042663716,0,287.5560804515157,"0.51","0.5",324.6731807613554,0.5767393289710294,"2025-10-02","1674","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5655",46.04603057138819,0,267.27172891317747,"0.48","0.4",266.967896751485,0.3767362368431515,"2025-10-02","0676","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5656",34.15118647996477,0,313.9113667506857,"0.56","0.52",280.47811296541266,2.8854812295954293,"2025-10-02","1564","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5657",34.08535569936584,0,284.8440331412575,"0.63","0.54",256.5168697059348,1.1423184303890983,"2025-10-02","1820","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5658",46.56986573484481,0,241.93948253701623,"0.39","0.36",361.1669559594823,0.5881465436505404,"2025-10-02","1329","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5659",46.81611322807666,0,302.46869049301733,"0.39","0.36",246.33967649143406,0.5703643918248693,"2025-10-02","1383","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5660",36.27386238478876,0,227.79704431342842,"0.56","0.69",245.01726685439027,1.1259263254494014,"2025-10-02","0482","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5661",48.31235235078845,0,438.4313888880745,"0.55","0.51",294.5083000937287,8.972773967175467,"2025-10-02","1717","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5662",40.91568647852762,0,340.41250289036054,"0.62","0.71",315.9530565199875,2.359816448934028,"2025-10-02","2246","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5663",40.317731714604406,0,285.28050705624565,"0.58","0.7",298.1898403208348,5.124251471084029,"2025-10-02","1517","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5664",48.02695262485443,0,278.4137412526077,"0.39","0.36",255.62033289387253,0.7501326184871125,"2025-10-02","0572","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5665",32.50164979603655,0,303.7501632850942,"2.06","1.4",311.1812220738334,16.08918897085122,"2025-10-02","0330","N","Terra","53","6.1NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5666",42.0567788075247,0,343.4163233533704,"0.48","0.48",221.42097810713497,8.722172071652258,"2025-10-02","2079","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5667",34.39813159520897,0,330.9903895435123,"0.58","0.52",346.05323368231467,0.9415585538989864,"2025-10-02","1986","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5668",39.004290158097696,0,357.74631542043045,"0.65","0.73",243.0631645149285,0.9623961486943848,"2025-10-02","0273","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5669",42.42799437674801,0,360.72854114222395,"0.46","0.47",258.3121336462508,1.6926193023655056,"2025-10-02","1696","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5670",41.209082100101206,0,353.8979010486312,"0.43","0.38",277.15613439464215,1.5513741145662436,"2025-10-02","1557","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5671",40.74612100607223,0,344.58445803819836,"0.62","0.71",230.11610277767392,2.2053400377215757,"2025-10-02","0697","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5672",32.516729999342694,0,273.2224010035761,"0.48","0.48",248.5224882374788,0.44243718121368886,"2025-10-02","0773","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5673",39.3303704497614,0,276.85270510908606,"0.43","0.38",361.37372970358814,0.18083927216017173,"2025-10-02","1452","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5674",16.123275785970257,0,323.0733755345418,"0.57","0.52",341.7664834958075,5.4938771228872945,"2025-10-02","1192","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5675",35.43856945535309,0,325.1377369442555,"1.95","1.36",308.9759160143856,22.627158633764907,"2025-10-02","1666","D","Terra","71","6.1NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5676",55.57819562700093,0,250.17747905510282,"0.4","0.37",248.01564756723536,1.367859266618673,"2025-10-02","0403","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5677",41.08342551208412,0,334.74967987669834,"0.47","0.48",254.50827787911297,4.402169569136386,"2025-10-02","0172","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5678",33.98268950592482,0,288.3910839839579,"1.94","1.36",353.86197210278266,32.57658769884387,"2025-10-02","0768","D","Terra","75","6.1NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5679",19.379079051106913,0,306.70717019566405,"0.43","0.46",288.0663453031366,1.5262606927857438,"2025-10-02","1612","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5680",39.32056824658122,0,328.1501585115619,"0.38","0.36",296.44104138066194,2.568513299732981,"2025-10-02","0517","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5681",31.257974088575494,0,266.0183909379418,"0.42","0.37",334.3245776093981,0.6979721194229683,"2025-10-02","1551","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5682",34.551469424361656,0,349.89183451100627,"0.56","0.69",272.0754297196763,1.3065917973550922,"2025-10-02","1399","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5683",30.84404026828674,0,247.6718554690438,"1.89","1.34",237.91144914200797,17.190179964836364,"2025-10-02","0932","D","Terra","57","6.1NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5684",45.19429423225849,0,321.891440547474,"0.47","0.48",240.38505413841818,1.0231910624549179,"2025-10-02","0778","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5685",31.912327433542533,0,301.812773402359,"1.22","1.1",295.4511295546056,10.126810827224482,"2025-10-02","1190","N","Terra","71","6.1NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5686",39.71867243419686,0,253.96590517748248,"0.38","0.36",254.17215576717842,0.3950519498315048,"2025-10-02","1857","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5687",38.97121809793749,0,256.09232583369294,"0.65","0.73",290.65024723015193,1.9188357097427269,"2025-10-02","1525","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5688",34.106187408781636,0,312.35597744013114,"1.93","1.36",264.0866426627523,17.087475337844257,"2025-10-02","2015","D","Terra","40","6.1NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5689",46.50177838769188,0,340.7706298047907,"0.39","0.36",243.6400896781181,3.305259474587364,"2025-10-02","0144","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5690",34.26399927477075,0,324.9499792408824,"0.32","0.55",254.53488346496698,0.7185068868488138,"2025-10-02","1843","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5691",42.364600450437905,0,279.66198234311855,"0.48","0.65",304.91104616093526,2.6857941544996558,"2025-10-02","1030","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5692",32.047838660902755,0,293.6264827048903,"0.38","0.36",335.8963368617042,0.3438880112084863,"2025-10-02","2268","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5693",47.18656270040639,0,327.69040705423845,"0.4","0.37",299.07541711601846,2.0130269414687803,"2025-10-02","0356","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5694",33.669031687977245,0,336.85426117800165,"0.49","0.65",316.1916417084109,0.5623876678494375,"2025-10-02","0949","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5695",44.35671362000635,0,310.74510504918317,"0.48","0.65",342.51777630872215,2.2315909345848457,"2025-10-02","0959","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5696",39.54497708558135,0,327.11344023062196,"0.38","0.36",301.94242351195413,0.4187394380809153,"2025-10-02","0498","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5697",40.21188908721363,0,306.61613090657255,"0.49","0.4",290.4091690236193,0.7395165044117289,"2025-10-02","1497","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5698",39.019045648276254,0,258.1857235674717,"0.46","0.64",277.7769949952951,1.791055804324309,"2025-10-02","1759","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5699",29.40006562132991,0,319.2836013210889,"0.4","0.37",322.47066695562864,4.135709419085682,"2025-10-02","1891","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5700",35.60889932968312,0,313.2319162636191,"0.48","0.48",257.54738769730744,0.9846196205270135,"2025-10-02","0723","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5701",33.350268207755605,0,323.5423528972094,"0.56","0.52",316.64946666795674,3.6786210684860112,"2025-10-02","1503","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5702",48.53136537011067,0,376.44630208318546,"0.41","0.6",251.64138179813665,0.21098797840833272,"2025-10-02","1015","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
"5703",31.28640538760643,0,324.02349376776345,"0.44","0.38",350.8376681300765,0.8314540593936008,"2025-10-02","1879","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-06 02:17:34.616"
