"id","latitude","longitude","brightness","scan","track","brightT31","frp","acqDate","acqTime","daynight","satellite","confidence","version","alertLevel","alertSent","source","createdAt"
"902","44.95068","-64.75697","297.46","0.46","0.39","280.86","1.32","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.496"
"903","44.95422","-64.75556","310.5","0.46","0.39","284.1","1.32","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.498"
"904","45.07256","-83.40367","299.23","0.42","0.61","288.51","1.92","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.499"
"905","45.07273","-83.40917","331.53","0.42","0.61","292.35","4.09","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.501"
"906","45.11081","-73.01417","296.08","0.44","0.38","284.91","0.83","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.502"
"907","45.30525","-74.9915","302.2","0.52","0.41","284.06","0.53","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.504"
"908","45.3407","-73.52533","301.99","0.46","0.39","286.88","1.06","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.505"
"909","45.61584","-74.70821","296.47","0.51","0.41","286.02","1.03","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.506"
"910","45.78164","-73.91618","296.42","0.48","0.4","283.94","0.76","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.508"
"911","45.78307","-73.91067","302.48","0.48","0.4","284.03","0.36","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.509"
"912","45.83498","-73.25056","311.19","0.45","0.39","285.61","1.88","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.511"
"913","45.83857","-73.24969","321.57","0.45","0.39","288.11","2.97","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.512"
"914","45.94666","-74.26694","298.31","0.49","0.4","286.81","0.67","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.513"
"915","46.04118","-73.14438","298.39","0.45","0.39","285.5","1.1","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.515"
"916","46.04476","-73.14351","308.85","0.45","0.39","287.08","1.1","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.516"
"917","46.19379","-78.6244","316.67","0.51","0.49","287.18","2.18","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.517"
"918","46.19839","-78.62378","309.57","0.51","0.49","288.3","2.18","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.519"
"919","46.48917","-81.03623","310.97","0.33","0.55","287.45","1.4","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.52"
"920","46.51739","-84.38082","305.06","0.48","0.65","284.12","1.75","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.521"
"921","46.52333","-84.37392","302.85","0.48","0.65","285.23","1.75","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.522"
"922","46.52345","-84.38048","320.45","0.48","0.65","285.27","1.75","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.524"
"923","48.25355","-79.02445","338.5","0.55","0.51","284.08","5.81","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.525"
"924","48.2539","-79.02294","339.08","0.55","0.51","284.98","7.03","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.526"
"925","49.5164","-82.48579","305.85","0.41","0.6","283.72","0.19","2025-10-05","640","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.528"
"926","38.59797","-82.82797","307.97","0.35","0.57","290.04","1.59","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.529"
"927","38.59821","-82.83212","303.44","0.35","0.57","290.03","1.54","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.53"
"928","38.59923","-82.82373","301.11","0.35","0.57","288.29","0.82","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.532"
"929","38.59949","-82.82789","307.86","0.35","0.57","290.1","0.82","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.533"
"930","38.762","-85.00176","312.38","0.46","0.64","289.89","1.81","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.534"
"931","38.77752","-79.39725","296.67","0.46","0.47","282.14","0.95","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.536"
"932","38.83232","-84.24299","298.98","0.42","0.61","287.06","1.03","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.537"
"933","38.83807","-84.24271","310.36","0.42","0.61","289.38","1.68","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.538"
"934","38.99463","-87.73003","298.46","0.65","0.73","288.42","1.09","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.539"
"935","39.00056","-87.72781","303.4","0.65","0.73","291.05","1.86","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.541"
"936","39.00146","-87.72983","301.13","0.65","0.73","290.33","2.02","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.542"
"937","39.33186","-81.36869","298.54","0.6","0.53","284.96","0.6","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.543"
"938","39.33318","-81.369","295.93","0.6","0.53","285.08","1.03","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.544"
"939","39.36889","-81.53034","299.81","0.61","0.53","286.99","0.73","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.546"
"940","39.47106","-84.38932","306.02","0.43","0.62","288.54","1.24","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.547"
"941","39.47175","-84.40487","310.06","0.43","0.62","289.84","1.45","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.549"
"942","39.4822","-84.378","305.82","0.43","0.62","288.27","1.13","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.55"
"943","39.4873","-84.36198","299.48","0.43","0.62","288.9","1.44","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.551"
"944","39.58567","-75.63634","300.95","0.47","0.4","290.32","1.22","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.552"
"945","39.58934","-75.63561","303.74","0.47","0.4","291.29","1.57","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.554"
"946","39.60624","-74.77577","312.44","0.44","0.39","286.81","1.8","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.555"
"947","39.65303","-77.68079","295.9","0.39","0.44","285.47","0.25","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.556"
"948","39.73388","-82.15092","304.37","0.33","0.55","286.83","0.75","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.558"
"949","39.77669","-83.96953","299.36","0.41","0.61","288.26","0.6","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.559"
"950","39.87532","-86.49014","301.45","0.56","0.69","287.49","1.3","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.56"
"951","39.94772","-76.76962","295.79","0.53","0.42","285.73","0.72","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.562"
"952","39.96392","-76.59448","305.36","0.52","0.42","284.56","0.64","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.563"
"953","39.9655","-76.59894","304.08","0.52","0.42","283.97","0.34","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.564"
"954","39.97376","-86.84017","308.44","0.59","0.7","288.1","1.53","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.566"
"955","39.97851","-86.84161","306.21","0.59","0.7","288.55","2.15","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.567"
"956","40.07245","-74.77126","304.08","0.45","0.39","285.32","0.44","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.568"
"957","40.13651","-74.80511","301.41","0.45","0.39","287.33","0.61","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.57"
"958","40.15394","-74.76896","304.89","0.45","0.39","287.1","0.62","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.571"
"959","40.24623","-74.116","302.8","0.43","0.38","285.65","0.19","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.572"
"960","40.3052","-79.87798","307","0.51","0.49","289.91","1.56","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.574"
"961","40.31174","-80.60674","321.35","0.56","0.51","288.8","2.72","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.575"
"962","40.39025","-79.85352","299.45","0.51","0.49","287.6","1.58","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.576"
"963","40.39138","-79.85358","311.16","0.51","0.49","287.25","1.73","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.578"
"964","40.39484","-79.85278","322.13","0.51","0.49","286.86","2.79","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.579"
"965","40.39531","-79.85899","312.95","0.51","0.49","287.55","2.79","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.58"
"966","40.39595","-79.85278","320.34","0.51","0.49","286.57","1.73","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.582"
"967","40.39647","-79.85899","305.32","0.51","0.49","286.28","4.17","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.583"
"968","40.4734","-75.89471","299.12","0.5","0.41","287.43","1.2","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.584"
"969","40.4812","-74.32304","308.36","0.44","0.38","288.52","0.74","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.585"
"970","40.57203","-83.14014","297.94","0.38","0.59","287.74","0.32","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.587"
"971","40.62886","-74.20958","298.52","0.43","0.38","287.9","0.79","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.588"
"972","40.6372","-74.21828","307.76","0.43","0.38","290.65","1.73","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.59"
"973","40.63787","-74.22341","306.81","0.43","0.38","292.84","2.25","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.591"
"974","40.7161","-75.40031","301.17","0.48","0.4","286.84","0.9","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.593"
"975","40.7312","-75.30468","298.39","0.47","0.4","286.62","0.69","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.594"
"976","40.73413","-86.43684","299.11","0.57","0.69","286.93","1.06","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.595"
"977","40.75616","-81.43631","311.06","0.62","0.54","287.48","2.16","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.597"
"978","40.79419","-82.53068","300.88","0.35","0.57","287.59","0.61","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.598"
"979","40.89008","-77.71213","301.16","0.4","0.44","284.33","1.45","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.599"
"980","40.8942","-77.71149","319.79","0.4","0.44","285.29","1.45","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.601"
"981","40.89435","-86.69553","300.76","0.58","0.7","287.38","0.56","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.602"
"982","40.90054","-77.35824","305.85","0.39","0.44","280.59","1.2","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.603"
"983","41.1173","-85.35204","303.84","0.5","0.66","286.34","2.53","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.605"
"984","41.12213","-85.35317","305.8","0.5","0.66","289.64","1.75","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.606"
"985","41.13326","-80.69518","305.74","0.57","0.52","286.59","1.63","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.607"
"986","41.20834","-80.82092","299.32","0.58","0.52","286.76","1.04","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.608"
"987","41.22427","-83.20913","299.98","0.39","0.59","287.83","1.03","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.61"
"988","41.22449","-83.21392","310.26","0.39","0.59","288.97","1.71","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.611"
"989","41.22545","-83.20895","309.17","0.39","0.59","288.6","0.99","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.612"
"990","41.22569","-83.21375","301.56","0.39","0.59","288.19","0.99","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.614"
"991","41.36594","-84.92258","308.5","0.48","0.64","286.84","2.63","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.615"
"992","41.36613","-84.92848","306.15","0.48","0.64","285.91","2.63","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.616"
"993","41.37178","-84.91628","298.26","0.48","0.64","287.36","1.45","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.617"
"994","41.44894","-81.68013","307.65","0.32","0.55","287.87","0.77","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.619"
"995","41.45406","-81.6796","357.44","0.32","0.55","292.68","2.85","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.62"
"996","41.45631","-81.67709","298.35","0.32","0.55","288.32","0.75","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.621"
"997","41.45654","-81.68113","307.53","0.32","0.55","289.13","0.75","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.623"
"998","41.45918","-81.67906","322.03","0.32","0.55","290.96","2.85","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.624"
"999","41.46143","-81.67654","312.73","0.32","0.55","289.41","0.75","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.625"
"1000","41.46166","-81.68056","310.61","0.32","0.55","290.36","0.75","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.626"
"1001","41.46269","-83.36881","300.87","0.4","0.6","288.52","0.79","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.628"
"1002","41.46405","-81.6745","313.89","0.32","0.55","289.7","0.95","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.629"
"1003","41.4643","-81.67852","304.7","0.32","0.55","290.47","0.95","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.63"
"1004","41.46655","-81.676","308.55","0.32","0.55","289.52","0.86","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.632"
"1005","41.46829","-83.36838","319.47","0.4","0.6","289.64","1.96","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.633"
"1006","41.56555","-84.04668","317.35","0.43","0.62","286.74","2.67","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.634"
"1007","41.56555","-84.04596","303.29","0.43","0.62","286.5","1.83","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.636"
"1008","41.56574","-84.05132","316.18","0.43","0.62","287.18","1.83","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.637"
"1009","41.56577","-84.05203","304.04","0.43","0.62","287.04","3.76","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.638"
"1010","41.61935","-87.33788","304.09","0.63","0.72","291.43","2.63","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.639"
"1011","41.61952","-87.35386","300.84","0.64","0.72","289.75","0.95","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.641"
"1012","41.62389","-87.14829","299.83","0.62","0.71","289.17","1.24","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.642"
"1013","41.62649","-87.3698","313.39","0.64","0.72","289.44","1.75","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.643"
"1014","41.62658","-87.3778","300.19","0.64","0.72","288.77","1.75","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.644"
"1015","41.633","-87.13433","301.54","0.62","0.71","289.32","2.46","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.646"
"1016","41.63714","-87.13219","305.78","0.62","0.71","290.03","3.47","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.647"
"1017","41.63725","-87.14003","336.22","0.62","0.71","291.59","3.47","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.648"
"1018","41.63735","-87.14797","302.1","0.62","0.71","291.11","3.11","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.65"
"1019","41.63973","-87.13417","315.22","0.62","0.71","290.05","2.46","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.652"
"1020","41.6398","-87.14207","331.68","0.62","0.71","292.32","9.2","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.654"
"1021","41.64397","-87.14003","315.17","0.62","0.71","290.98","3.47","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.655"
"1022","41.64408","-87.1479","303.17","0.62","0.71","289.87","3.11","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.656"
"1023","41.66837","-87.45744","311.75","0.64","0.72","290.08","3.8","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.658"
"1024","41.66935","-87.45966","311.04","0.64","0.72","290.14","2.92","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.659"
"1025","41.6753","-87.46551","314.41","0.64","0.72","290.24","5.07","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.66"
"1026","41.67594","-87.42701","300.08","0.64","0.72","290","2.75","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.662"
"1027","41.68277","-87.4269","311.32","0.64","0.72","292.69","2.75","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.663"
"1028","41.75002","-71.10732","296.5","0.39","0.36","281.77","0.35","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.664"
"1029","41.75014","-81.28829","300.35","0.62","0.54","288.45","0.52","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.665"
"1030","41.78181","-79.76015","321.77","0.52","0.5","284.71","3.04","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.667"
"1031","41.80331","-71.53124","301.69","0.39","0.36","285.09","0.6","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.668"
"1032","42.27884","-83.13229","302.83","0.39","0.59","289.89","0.78","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.669"
"1033","42.28184","-83.11445","314.91","0.39","0.59","290.52","1.64","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.671"
"1034","42.28369","-83.11716","315.02","0.39","0.59","290.17","1.89","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.672"
"1035","42.31121","-82.05458","303.04","0.34","0.56","289.28","0.66","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.674"
"1036","42.49663","-73.8177","302.14","0.44","0.38","286.67","0.77","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.675"
"1037","42.72258","-83.26527","298.84","0.4","0.6","287.42","0.35","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.676"
"1038","42.79945","-80.10304","303.9","0.55","0.51","289.69","2.03","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.677"
"1039","42.80423","-80.10239","328.1","0.55","0.51","290.19","3.31","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.679"
"1040","42.80851","-80.09482","302.92","0.55","0.51","288.77","2.6","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.68"
"1041","42.80899","-80.10172","310.3","0.55","0.51","289.43","3.31","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.681"
"1042","42.81706","-81.32745","302.7","0.32","0.55","286.92","0.67","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.683"
"1043","42.81804","-80.09354","304.61","0.55","0.51","287.86","1.54","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.684"
"1044","42.94318","-82.41792","309.56","0.36","0.58","288.44","1.75","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.685"
"1045","42.96718","-81.87278","307.55","0.34","0.56","287.21","0.72","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.687"
"1046","43.07057","-80.86177","303.66","0.61","0.53","286.55","1.33","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.688"
"1047","43.08283","-77.38167","298.28","0.41","0.45","284.75","0.53","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.689"
"1048","43.26393","-79.80946","326.34","0.54","0.51","291.98","2.28","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.691"
"1049","43.26865","-79.8088","309.01","0.54","0.51","291.85","2.28","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.692"
"1050","43.27244","-79.79462","302.22","0.54","0.51","289.09","2.06","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.693"
"1051","43.27291","-79.8014","334.14","0.54","0.51","290.6","3.02","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.694"
"1052","43.27338","-79.80816","306.56","0.54","0.51","290.55","3.02","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.696"
"1053","43.2781","-76.37948","298.75","0.56","0.43","286.44","0.56","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.697"
"1054","43.49085","-79.62921","300.38","0.53","0.5","287.32","0.86","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.698"
"1055","44.16687","-76.80471","301.21","0.4","0.44","288.44","0.9","2025-10-05","642","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.7"
"1056","33.01178","-79.88766","297.03","0.42","0.45","281.1","0.81","2025-10-05","644","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.701"
"1057","33.01599","-79.88702","327.3","0.42","0.45","280.56","2.97","2025-10-05","644","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.702"
"1058","33.16878","-89.6081","305.31","0.76","0.77","285.48","5.54","2025-10-05","644","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.703"
"1059","33.16903","-89.61674","341.74","0.76","0.77","286.52","5.54","2025-10-05","644","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.705"
"1060","33.16928","-89.6255","304.3","0.76","0.77","285.81","7.83","2025-10-05","644","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.706"
"1061","33.16964","-89.61272","324.99","0.76","0.77","286.08","7.96","2025-10-05","644","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.707"
"1062","33.16985","-89.62156","335.03","0.76","0.77","286.38","11.27","2025-10-05","644","N","N","n","2.0NRT","0","False","NASA-FIRMS","2025-10-05 17:41:38.709"
